,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
119793,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,371,39, ,S1,460 COURT STREET                         ,            ,11231,1,1,2,1283,1980,1931,1,S1,0,2012-10-22,3003710039
119794,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,371,39, ,S1,460 COURT STREET                         ,            ,11231,1,1,2,1283,1980,1931,1,S1,0,2012-10-22,3003710039
119795,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,373,36, ,A4,534 CLINTON STREET                       ,            ,11231,1,0,1,1400,2520,1899,1,A4,2010000,2012-01-12,3003730036
119796,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,379,26, ,A9,160 NELSON STREET                        ,            ,11231,1,0,1,2500,3329,1901,1,A9,0,2012-11-29,3003790026
119797,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,422,143, ,A5,278 HOYT STREET                          ,            ,11217,1,0,1,1007,3624,2006,1,A5,2200000,2012-05-31,3004220143
119798,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,344,31, ,B1,408 CLINTON STREET                       ,            ,11231,2,0,2,1361,3360,1899,1,B1,0,2012-08-23,3003440031
119799,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,344,31, ,B1,408 CLINTON STREET                       ,            ,11231,2,0,2,1361,3360,1899,1,B1,0,2012-08-23,3003440031
119800,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,356,20, ,B1,218 CARROLL STREET                       ,            ,11231,2,0,2,1667,2960,1899,1,B1,2855000,2012-06-14,3003560020
119801,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,360,51, ,B1,7A 2 PLACE                               ,            ,11231,2,0,2,1650,2880,1899,1,B1,0,2012-08-15,3003600051
119802,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,361,53, ,B9,49 2 PLACE                               ,            ,11231,2,0,2,1245,2394,1901,1,B9,1812500,2012-10-17,3003610053
119803,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,365,34, ,B9,490 CLINTON STREET                       ,            ,11231,2,0,2,2190,3312,1950,1,B9,0,2012-12-26,3003650034
119804,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,365,38, ,B9,498 CLINTON STREET                       ,            ,11231,2,0,2,1703,2736,1950,1,B9,0,2012-09-12,3003650038
119805,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,365,46, ,B9,29 THIRD PLACE                           ,            ,11231,2,0,2,2000,2392,1901,1,B9,0,2012-08-20,3003650046
119806,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,366,35, ,B9,87 3 PLACE                               ,            ,11231,2,0,2,1667,2000,1901,1,B9,0,2012-08-27,3003660035
119807,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,366,57, ,B9,45 3 PLACE                               ,            ,11231,2,0,2,1275,3696,1901,1,B9,2440000,2012-09-25,3003660057
119808,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,370,20, ,B9,32 3RD PLACE                             ,            ,11231,2,0,2,1900,2352,1899,1,B9,3000000,2012-02-28,3003700020
119809,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,370,43, ,B9,31 FOURTH PLACE                          ,            ,11231,2,0,2,1825,2590,1899,1,B9,0,2012-11-21,3003700043
119810,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,371,38, ,S2,458 COURT STREET                         ,            ,11231,2,1,3,1283,1680,1915,1,S2,440000,2012-08-10,3003710038
119811,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,376,37, ,B9,552 CLINTON STREET                       ,            ,11231,2,0,2,1800,2100,1899,1,B9,950000,2012-01-25,3003760037
119812,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,377,55, ,B9,141A NELSON STREET                       ,            ,11231,2,0,2,1667,2048,1901,1,B9,907000,2012-08-14,3003770055
119816,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,414,8, ,S2,289 COURT STREET                         ,            ,11231,2,1,3,1552,2100,1931,1,S2,0,2012-07-10,3004140008
119817,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,415,17, ,B9,78 DOUGLASS STREET                       ,            ,11231,2,0,2,2000,2880,1899,1,B9,0,2012-06-13,3004150017
119818,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,415,70, ,B9,355 DEGRAW STREET                        ,3,11231,2,0,2,1750,2720,1910,1,B9,0,2012-09-10,3004150070
119819,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,422,18, ,B9,380 DE GRAW STREET                       ,3,11231,2,0,2,2000,3680,1899,1,B9,3475000,2012-12-21,3004220018
119820,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,422,29, ,B9,402 DE GRAW STREET                       ,            ,11231,2,0,2,2000,3040,1899,1,B9,1710000,2012-07-09,3004220029
119821,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,429,2, ,S2,299 SMITH STREET                         ,            ,11231,2,1,3,1200,2640,1931,1,S2,1300000,2012-06-13,3004290002
119822,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,429,7, ,S2,289 SMITH STREET                         ,            ,11231,2,1,3,1600,2640,1931,1,S2,0,2012-06-19,3004290007
119823,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,429,43, ,B9,296 HOYT STREET                          ,            ,11231,2,0,2,1163,1880,1899,1,B9,1735000,2012-12-27,3004290043
119824,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,435,18, ,B1,310 UNION STREET                         ,            ,11231,2,0,2,2200,4400,1920,1,B1,3195000,2012-11-16,3004350018
119825,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,436,6, ,S2,313 SMITH STREET                         ,            ,11231,2,1,3,1538,3075,1931,1,S2,0,2012-11-21,3004360006
119826,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,436,55, ,B9,329 PRESIDENT STREET                     ,            ,11231,2,0,2,1600,3360,1899,1,B9,0,2012-12-31,3004360055
119827,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,436,55, ,B9,329 PRESIDENT STREET                     ,            ,11231,2,0,2,1600,3360,1899,1,B9,0,2012-12-19,3004360055
119828,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,450,10, ,S2,345 SMITH STREET                         ,            ,11231,2,1,3,1547,3473,1931,1,S2,0,2012-06-30,3004500010
119829,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,450,28, ,B3,288 CARROLL STREET                       ,            ,11231,2,0,2,1842,2280,1899,1,B3,1850000,2012-07-18,3004500028
119830,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,460,15, ,B3,32 2 STREET                              ,            ,11231,2,0,2,1800,2280,1901,1,B3,1100000,2012-10-15,3004600015
119831,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,460,21, ,B3,44 2ND STREET                            ,            ,11231,2,0,2,1800,2280,1901,1,B3,0,2012-08-08,3004600021
119832,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,460,28, ,B1,58 2 STREET                              ,            ,11231,2,0,2,1800,2344,1901,1,B1,0,2012-11-30,3004600028
119833,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,472,23, ,B1,12 DENNETT PLACE                         ,            ,11231,2,0,2,889,1512,1899,1,B1,1581000,2012-11-30,3004720023
119834,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,472,27, ,B1,20 DENNETT PL                            ,            ,11231,2,0,2,881,1512,1899,1,B1,880000,2012-09-24,3004720027
119835,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,474,38, ,B9,203 HUNTINGTON STREET                    ,            ,11231,2,0,2,2000,2220,1899,1,B9,1250000,2012-06-28,3004740038
119836,3,CARROLL GARDENS          ,02  TWO FAMILY HOMES                        ,1,474,40, ,B9,199 HUNTINGTON STREET                    ,            ,11231,2,0,2,2000,2220,1899,1,B9,1850000,2012-06-21,3004740040
119837,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,337,4, ,C0,178 SACKETT STREET                       ,            ,11231,3,0,3,1925,2451,1899,1,C0,0,2012-12-15,3003370004
119838,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,345,23, ,C0,272 UNION STREET                         ,            ,11231,3,0,3,1667,2688,1899,1,C0,1200000,2012-12-19,3003450023
119839,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,349,42, ,C0,107 CARROLL STREET                       ,            ,11231,3,0,3,2083,2651,1901,1,C0,0,2012-02-29,3003490042
119840,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,350,36, ,C0,177 CARROLL STREET                       ,            ,11231,3,0,3,869,2880,1899,1,C0,2395000,2012-06-18,3003500036
119841,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,350,37, ,C0,175 CARROLL STREET                       ,            ,11231,3,0,3,2050,3888,1899,1,C0,2395000,2012-08-02,3003500037
119842,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,351,17, ,C0,248 PRESIDENT STREET                     ,            ,11231,3,0,3,2083,3528,1899,1,C0,0,2012-12-02,3003510017
119843,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,351,20, ,C0,254 PRESIDENT STREET                     ,            ,11231,3,0,3,2083,3528,1899,1,C0,2250000,2012-07-23,3003510020
119844,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,354,22, ,C0,128 CARROLL STREET                       ,            ,11231,3,0,3,1808,2592,1899,1,C0,10,2012-04-20,3003540022
119845,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,371,60, ,C0,65 4 PLACE                               ,            ,11231,3,0,3,2000,2700,1899,1,C0,0,2012-06-28,3003710060
119846,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,374,18, ,C0,72 4 PLACE                               ,            ,11231,3,0,3,1667,3400,1899,1,C0,0,2012-03-28,3003740018
119847,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,374,41, ,C0,165 LUQUER STREET                        ,            ,11231,3,0,3,2083,3600,1900,1,C0,0,2012-08-27,3003740041
119848,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,379,6, ,C0,551 CLINTON STREET                       ,            ,11231,3,0,3,1800,2800,1901,1,C0,0,2012-11-21,3003790006
119849,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,381,47, ,C0,155A WEST 9TH   STREET                   ,            ,11231,3,0,3,1667,1920,1901,1,C0,595000,2012-02-10,3003810047
119856,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,414,48, ,C0,325 DEGRAW STREET                        ,3,11231,3,0,3,2500,3625,1899,1,C0,0,2012-11-15,3004140048
119857,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,414,50, ,C0,319 DEGRAW STREET                        ,            ,11231,3,0,3,3333,1824,1901,1,C0,2400000,2012-05-16,3004140050
119858,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,415,73, ,C0,349 DEGRAW STREET                        ,3,11231,3,0,3,990,3192,1899,1,C0,0,2012-04-11,3004150073
119859,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,422,35, ,C0,414 DE GRAW STREET                       ,            ,11231,3,0,3,1667,2528,1899,1,C0,0,2012-12-30,3004220035
119860,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,422,35, ,C0,414 DE GRAW STREET                       ,            ,11231,3,0,3,1667,2528,1899,1,C0,0,2012-02-28,3004220035
119861,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,422,62, ,C0,381 SACKETT STREET                       ,            ,11231,3,0,3,2000,3248,1899,1,C0,0,2012-12-12,3004220062
119862,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,422,67, ,C0,373 SACKETT STREET                       ,            ,11231,3,0,3,1667,3060,1899,1,C0,426250,2012-06-13,3004220067
119863,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,428,11, ,C0,318 SACKETT STREET                       ,            ,11231,3,0,3,1650,3192,1899,1,C0,1600000,2012-02-15,3004280011
119864,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,428,30, ,C0,356 SACKETT STREET                       ,3,11231,3,0,3,2200,4400,1899,1,C0,4025000,2012-12-18,3004280030
119865,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,429,18, ,C0,386 SACKETT STREET                       ,            ,11231,3,0,3,1568,2926,1899,1,C0,1302850,2012-12-19,3004290018
119866,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,429,18, ,C0,386 SACKETT STREET                       ,            ,11231,3,0,3,1568,2926,1899,1,C0,472150,2012-12-19,3004290018
119867,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,429,53, ,C0,399 UNION STREET                         ,            ,11231,3,0,3,1740,3094,1899,1,C0,0,2012-05-25,3004290053
119868,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,429,65, ,C0,377 UNION STREET                         ,            ,11231,3,0,3,1980,4400,1899,1,C0,2995000,2012-12-28,3004290065
119869,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,436,34, ,C0,382 UNION STREET                         ,            ,11231,3,0,3,1633,2880,1899,1,C0,1224000,2012-07-31,3004360034
119870,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,436,66, ,C0,309 PRESIDENT STREET                     ,            ,11231,3,0,3,1723,3143,1899,1,C0,0,2012-03-19,3004360066
119871,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,443,26, ,C0,328 PRESIDENT STREET                     ,            ,11231,3,0,3,1712,3120,1901,1,C0,2450000,2012-10-15,3004430026
119872,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,443,60, ,C0,285 CARROLL STREET                       ,            ,11231,3,0,3,1957,3240,1901,1,C0,0,2012-12-13,3004430060
119873,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,443,70, ,C0,265 CARROLL STREET                       ,            ,11231,3,0,3,1957,3540,1901,1,C0,2000000,2012-06-11,3004430070
119874,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,450,23, ,C0,278 CARROLL STREET                       ,            ,11231,3,0,3,1930,2400,1899,1,C0,0,2012-02-09,3004500023
119875,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,459,40, ,C0,113A 2 PLACE                             ,            ,11231,3,0,3,1167,2880,1899,1,C0,1800000,2012-07-17,3004590040
119876,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,460,55, ,C0,19 3 STREET                              ,            ,11231,3,0,3,1600,3108,1899,1,C0,1560000,2012-02-10,3004600055
119877,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,460,55, ,C0,19 3 STREET                              ,            ,11231,3,0,3,1600,3108,1899,1,C0,1560000,2012-02-10,3004600055
119878,3,CARROLL GARDENS          ,03  THREE FAMILY HOMES                      ,1,476,28, ,C0,468 SMITH STREET                         ,            ,11231,3,0,3,1642,2646,1901,1,C0,1100000,2012-02-29,3004760028
119885,3,CARROLL GARDENS          ,05  TAX CLASS 1 VACANT LAND                 ,1B,354,23, ,V0,CARROLL STREET                           ,            ,11231,0,0,0,1842,0,0,1,V0,0,2012-04-20,3003540023
119886,3,CARROLL GARDENS          ,05  TAX CLASS 1 VACANT LAND                 ,1,377,2, ,A4,539 CLINTON STREET                       ,            ,11231,1,0,1,1750,3500,2012,1,V0,620000,2012-03-02,3003770002
119888,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,337,13, ,C1,196 SACKETT STREET                       ,8,11231,8,0,8,2200,4500,1931,2,C1,1200000,2012-12-21,3003370013
119889,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,339,48, ,C3,275 UNION STREET                         ,            ,11231,4,0,4,2500,3250,1920,2,C3,2165000,2012-05-10,3003390048
119890,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2B,343,15, ,C1,172 UNION STREET                         ,8,11231,8,0,8,3000,7200,1900,2,C1,0,2012-04-20,3003430015
119891,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,345,2, ,C3,407 CLINTON STREET                       ,            ,11231,4,0,4,1904,5198,1900,2,C3,0,2012-03-29,3003450002
119892,3,CARROLL GARDENS          ,07  RENTALS - WALKUP APARTMENTS             ,2A,349,11, ,C3,154 PRESIDENT STREET                     ,            ,11231,4,0,4,1667,2010,1900,2,C3,1549000,2012-10-03,3003490011
