,borough,neighborhood,building_class_category,tax_class_at_present,block,lot,ease-ment,building_class_at_present,address,apartment_number,zip_code,residential_units,commercial_units,total_units,land_square_feet,gross_square_feet,year_built,tax_class_at_time_of_sale,building_class_at_time_of_sale,sale_price,sale_date,bbl
98965,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,285,30, ,C6,"147 PACIFIC ST, 2E                       ",            ,11201,0,0,0,0,0,1900,2,C6,190000,2011-01-10,3002850030
98966,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,286,1, ,C6,"199 CLINTON STREET, 4                    ",            ,11201,0,0,0,0,0,1900,2,C6,999500,2011-04-14,3002860001
98967,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,291,43, ,C6,"135 AMITY STREET, 2B                     ",            ,11201,0,0,0,0,0,1901,2,C6,649000,2011-05-26,3002910043
98968,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 4A                   ",            ,11201,0,0,0,0,0,1901,2,C6,1239700,2011-02-14,3002920016
98969,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 1C                   ",            ,11201,0,0,0,0,0,1901,2,C6,1139750,2011-02-01,3002920016
98970,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, 4E                   ",            ,11201,0,0,0,0,0,1901,2,C6,775000,2011-03-31,3002920016
98971,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,16, ,C6,"174 PACIFIC STREET, G1                   ",            ,11201,0,0,0,0,0,1901,2,C6,930000,2011-06-08,3002920016
98972,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,292,49, ,C6,"177 AMITY STREET, APT 6                  ",            ,11201,0,0,0,0,0,1910,2,C6,250000,2011-09-27,3002920049
98973,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"203 WARREN STREET, B                     ",            ,11201,0,0,0,0,0,1901,2,C6,995000,2011-01-31,3003020058
98974,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"209 WARREN STREET, C                     ",            ,11201,0,0,0,0,0,1901,2,C6,950000,2011-03-08,3003020058
98975,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN STREET, 2F                    ",            ,11201,0,0,0,0,0,1901,2,C6,949000,2011-06-16,3003020058
98976,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN STREET, 2G                    ",            ,11201,0,0,0,0,0,1901,2,C6,1215000,2011-06-22,3003020058
98977,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"58 VERANDAH PLACE, 58                    ",            ,11201,0,0,0,0,0,1901,2,C6,927500,2011-10-06,3003020058
98978,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"199 WARREN STREET, 2H                    ",            ,11201,0,0,0,0,0,1901,2,C6,1350000,2011-10-12,3003020058
98979,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2,302,58, ,C6,"205 WARREN STREET, 2E                    ",            ,11201,0,0,0,0,0,1901,2,C6,990000,2011-11-22,3003020058
98980,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,307,52, ,C6,"225 BALTIC STREET, 2R                    ",            ,11201,0,0,0,0,0,1910,2,C6,375000,2011-06-30,3003070052
98981,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,321,43, ,C6,"12 CHEEVER PLACE, #2                     ",            ,11231,0,0,0,0,0,1920,2,C6,650000,2011-05-27,3003210043
98982,3,COBBLE HILL              ,09  COOPS - WALKUP APARTMENTS               ,2C,322,19, ,C6,"23 CHEEVER PLACE, 3                      ",            ,11231,0,0,0,0,0,1900,2,C6,455000,2011-02-23,3003220019
98983,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 5A                  ",            ,11201,0,0,0,0,0,1952,2,D4,505000,2011-06-21,3003020009
98984,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"220 CONGRESS STREET, 5F                  ",            ,11201,0,0,0,0,0,1952,2,D4,475000,2011-09-08,3003020009
98985,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"210 CONGRESS ST, 6F                      ",            ,11201,0,0,0,0,0,1952,2,D4,515000,2011-08-29,3003020009
98986,3,COBBLE HILL              ,10  COOPS - ELEVATOR APARTMENTS             ,2,302,9, ,D4,"200 CONGRESS STREET, 5B                  ",            ,11201,0,0,0,0,0,1952,2,D4,735000,2011-12-08,3003020009
99014,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,295,11, ,S9,82 AMITY STREET                          ,4,11201,2,2,4,1481,3840,1900,2,S9,1200000,2011-05-29,3002950011
99015,3,COBBLE HILL              ,14  RENTALS - 4-10 UNIT                     ,2A,331,27, ,S3,494 HENRY STREET                         ,4,11231,3,1,4,1320,4000,1920,2,S3,0,2011-03-17,3003310027
99022,3,COBBLE HILL              ,21  OFFICE BUILDINGS                        ,4,295,9, ,O9,78 AMITY STREET                          ,4,11201,0,1,1,1450,3151,1900,4,O9,950000,2011-05-29,3002950009
99023,3,COBBLE HILL              ,27  FACTORIES                               ,4,286,41, ,F9,177 PACIFIC STREET                       ,            ,11201,0,1,1,2513,7500,1931,4,F9,1500000,2011-12-09,3002860041
99030,3,COBBLE HILL              ,31  COMMERCIAL VACANT LAND                  ,4,296,6, ,V1,357 HENRY STREET                         ,            ,11201,0,0,0,1735,0,0,4,V1,2650000,2011-05-25,3002960006
99031,3,COBBLE HILL              ,31  COMMERCIAL VACANT LAND                  ,4,296,7, ,V1,359 HENRY STREET                         ,            ,11201,0,0,0,1650,0,0,4,V1,0,2011-05-25,3002960007
99032,3,COBBLE HILL              ,31  COMMERCIAL VACANT LAND                  ,4,296,8, ,V1,361 HENRY STREET                         ,            ,11201,0,0,0,1715,0,0,4,V1,0,2011-05-25,3002960008
99033,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,284,1, ,I1,339-357 HICKS STREET                     ,            ,11201,0,1,1,49132,354047,1972,4,I1,66690000,2011-05-29,3002840001
99034,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,290,13, ,I1,328-346 HENRY STREET                     ,            ,11201,0,1,1,80800,258000,1900,4,I1,44310000,2011-05-29,3002900013
99035,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,291,1, ,I4,347-353 HENRY STREET                     ,            ,11201,0,1,1,11533,48015,1950,4,I4,10360000,2011-05-29,3002910001
99038,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,13, ,I4,86 AMITY STREET                          ,            ,11201,0,1,1,2500,3000,1931,4,I4,900000,2011-05-29,3002950013
99039,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,14, ,I4,88-98 AMITY STREET                       ,            ,11201,0,1,1,15000,40600,1966,4,I4,10200000,2011-05-29,3002950014
99041,3,COBBLE HILL              ,32  HOSPITAL AND HEALTH FACILITIES          ,4,295,38, ,I4,113 CONGRESS STREET                      ,            ,11201,0,1,1,2500,5800,1931,4,I4,1700000,2011-05-29,3002950038
99042,3,COBBLE HILL              ,41  TAX CLASS 4 - OTHER                     ,1,296,5, ,A5,114 AMITY STREET                         ,            ,11201,1,1,1,1506,3756,2010,4,Z9,0,2011-09-02,3002960005
99043,3,COBBLE HILL              ,41  TAX CLASS 4 - OTHER                     ,1,296,5, ,A5,110 AMITY STREET                         ,            ,11201,1,1,1,1506,3756,2010,4,Z9,3600000,2011-02-14,3002960005
99044,3,COBBLE HILL-WEST         ,02  TWO FAMILY HOMES                        ,1,319,3, ,S2,181 COLUMBIA ST                          ,            ,11231,2,1,3,1600,2400,1931,1,S2,800000,2011-11-18,3003190003
99045,3,COBBLE HILL-WEST         ,02  TWO FAMILY HOMES                        ,1,319,16, ,S2,157 COLUMBIA STREET                      ,            ,11231,2,1,3,1828,3574,1931,1,S2,750000,2011-10-25,3003190016
99046,3,COBBLE HILL-WEST         ,02  TWO FAMILY HOMES                        ,1,352,15, ,B9,12 CARROLL STREET                        ,            ,11231,2,0,2,1725,2100,1899,1,B9,0,2011-09-24,3003520015
99047,3,COBBLE HILL-WEST         ,02  TWO FAMILY HOMES                        ,1,357,26, ,S2,62 SUMMIT STREET                         ,            ,11231,2,1,3,1600,3600,1931,1,S2,280000,2011-01-14,3003570026
99048,3,COBBLE HILL-WEST         ,02  TWO FAMILY HOMES                        ,1,363,5, ,S2,317 COLUMBIA STREET                      ,            ,11231,2,1,3,0,2329,1931,1,S2,962500,2011-09-22,3003630005
99049,3,COBBLE HILL-WEST         ,03  THREE FAMILY HOMES                      ,1,309,2, ,C0,113A COLUMBIA STREET                     ,            ,11201,3,0,3,1679,4390,2007,1,C0,1075000,2011-06-14,3003090002
99050,3,COBBLE HILL-WEST         ,03  THREE FAMILY HOMES                      ,1,330,42, ,C0,149 SACKETT STREET                       ,            ,11231,3,0,3,2100,2142,1899,1,C0,0,2011-03-26,3003300042
99051,3,COBBLE HILL-WEST         ,03  THREE FAMILY HOMES                      ,1,358,45, ,C0,37 WOODHULL STREET                       ,            ,11214,3,0,3,2000,2100,1899,1,C0,0,2011-11-09,3003580045
99052,3,COBBLE HILL-WEST         ,03  THREE FAMILY HOMES                      ,1,358,48, ,C0,31 WOODHULL STREET                       ,            ,11231,3,0,3,2000,2100,1899,1,C0,0,2011-02-22,3003580048
99068,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,330,18, ,C3,142 DE GRAW STREET                       ,            ,11231,4,0,4,1950,1995,1900,2,C3,975000,2011-06-27,3003300018
99069,3,COBBLE HILL-WEST         ,07  RENTALS - WALKUP APARTMENTS             ,2A,342,36, ,C3,121 PRESIDENT STREET                     ,            ,11231,4,0,4,2000,3691,1920,2,C3,0,2011-07-29,3003420036
99177,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2B,299,6, ,S5,69 COLUMBIA STREET                       ,6,11201,6,1,7,2179,6160,1900,2,S5,2000000,2011-07-09,3002990006
99178,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2B,319,22, ,S5,147A COLUMBIA STREET                     ,            ,11231,6,1,7,1755,4088,1900,2,S5,0,2011-05-16,3003190022
99179,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2B,319,23, ,S5,147 COLUMBIA STREET                      ,            ,11231,6,1,7,1804,4088,1900,2,S5,0,2011-08-25,3003190023
99180,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2B,319,23, ,S5,147 COLUMBIA STREET                      ,            ,11231,6,1,7,1804,4088,1900,2,S5,0,2011-05-16,3003190023
99181,3,COBBLE HILL-WEST         ,14  RENTALS - 4-10 UNIT                     ,2B,342,21, ,S5,138 UNION STREET                         ,6,11231,6,1,7,2500,5780,1931,2,S5,1750000,2011-11-17,3003420021
99189,3,COBBLE HILL-WEST         ,22  STORE BUILDINGS                         ,4,357,3, ,K9,15 WOODHULL STREET                       ,            ,11231,0,1,1,944,1920,1931,4,K9,713500,2011-03-18,3003570003
99190,3,COBBLE HILL-WEST         ,22  STORE BUILDINGS                         ,4,367,9, ,K1,153 HAMILTON AVENUE                      ,            ,11231,0,2,2,3303,2650,1931,4,K1,0,2011-04-13,3003670009
99212,3,COBBLE HILL-WEST         ,29  COMMERCIAL GARAGES                      ,4,282,50, ,G1,350-352 HICKS STREET                     ,            ,11201,0,1,1,24666,175000,1997,4,G1,17200000,2011-05-29,3002820050
99213,3,COBBLE HILL-WEST         ,30  WAREHOUSES                              ,4,299,39, ,E9,79 WARREN STREET                         ,            ,11201,0,1,1,2496,2475,1931,4,E9,800000,2011-07-15,3002990039
99214,3,COBBLE HILL-WEST         ,30  WAREHOUSES                              ,4,367,12, ,E9,149 HAMILTON AVENUE                      ,            ,11231,0,1,1,3291,3200,1950,4,E9,800000,2011-04-13,3003670012
99216,3,COBBLE HILL-WEST         ,31  COMMERCIAL VACANT LAND                  ,4,329,23, ,V1,98 DEGRAW STREET                         ,            ,11231,0,0,0,1750,0,0,4,V1,250000,2011-12-06,3003290023
99217,3,COBBLE HILL-WEST         ,31  COMMERCIAL VACANT LAND                  ,4,367,37, ,V1,RAPELYE STREET                           ,            ,11231,0,0,0,2,0,0,4,V1,0,2011-04-13,3003670037
103930,3,GOWANUS                  ,01  ONE FAMILY HOMES                        ,1,437,35, ,A9,444 UNION STREET                         ,            ,11231,1,0,1,720,1620,1989,1,A9,550000,2011-11-30,3004370035
103931,3,GOWANUS                  ,01  ONE FAMILY HOMES                        ,1,444,1, ,A4,345 HOYT STREET                          ,            ,11231,1,0,1,1800,2880,1899,1,A4,1835000,2011-04-08,3004440001
103932,3,GOWANUS                  ,01  ONE FAMILY HOMES                        ,1,461,39, ,A4,400 BOND STREET                          ,1,11231,1,0,1,620,1860,1931,1,A4,0,2011-03-18,3004610039
103933,3,GOWANUS                  ,01  ONE FAMILY HOMES                        ,1,461,63, ,A9,71 3RD STREET                            ,            ,11231,1,0,1,483,2400,1900,1,A9,816400,2011-01-28,3004610063
103937,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,416,5, ,B9,257 HOYT STREET                          ,            ,11217,2,0,2,1600,2400,1901,1,B9,1700000,2011-12-21,3004160005
103938,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,423,18, ,B9,446 DEGRAW STREET                        ,            ,11217,2,0,2,2000,2520,1901,1,B9,0,2011-05-04,3004230018
103939,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,423,33, ,B9,476 DEGRAW STREET                        ,            ,11217,2,0,2,2000,2100,1901,1,B9,1625000,2011-02-11,3004230033
103940,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,423,49, ,B9,461 SACKETT STREET                       ,            ,11231,2,0,2,2000,2148,1901,1,B9,1220000,2011-01-31,3004230049
103941,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,423,60, ,B9,443 SACKETT STREET                       ,            ,11231,2,0,2,2000,2100,1901,1,B9,0,2011-09-27,3004230060
103942,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,430,15, ,B1,444 SACKETT STREET                       ,            ,11231,2,0,2,1667,1668,1899,1,B1,999999,2011-03-10,3004300015
103943,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,430,19, ,B1,452 SACKETT STREET                       ,            ,11231,2,0,2,1667,1687,1899,1,B1,1250000,2011-05-26,3004300019
103944,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,444,69, ,B9,321 CARROLL STREET                       ,            ,11231,2,0,2,1550,1734,1899,1,B9,1030000,2011-05-16,3004440069
103948,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,451,5, ,B9,353 HOYT STREET                          ,            ,11231,2,0,2,1800,2628,1899,1,B9,1359800,2011-09-21,3004510005
103949,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,451,23, ,B3,342 CARROLL STREET                       ,            ,11231,2,0,2,2323,2796,1925,1,B3,0,2011-10-17,3004510023
103950,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,451,55, ,B9,35 FIRST STREET                          ,            ,11231,2,0,2,1479,1836,1920,1,B9,497500,2011-02-28,3004510055
103951,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,461,10, ,B9,70 2ND STREET                            ,            ,11231,2,0,2,1900,2031,1899,1,B9,1745000,2011-05-31,3004610010
103952,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,461,13, ,B9,76 2 STREET                              ,            ,11231,2,0,2,2000,1940,1899,1,B9,990000,2011-11-10,3004610013
103953,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,461,27, ,B9,104 2 STREET                             ,            ,11231,2,0,2,2000,1950,1899,1,B9,1645000,2011-06-23,3004610027
103954,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,461,38, ,B9,398 BOND STREET                          ,            ,11231,2,0,2,1500,6479,2008,1,B9,3000000,2011-01-14,3004610038
103955,3,GOWANUS                  ,02  TWO FAMILY HOMES                        ,1,461,58, ,B9,85 3RD STREET                            ,            ,11231,2,0,2,1800,2440,1899,1,B9,495440,2011-06-17,3004610058
103970,3,GOWANUS                  ,03  THREE FAMILY HOMES                      ,1,430,39, ,C0,304 BOND STREET                          ,            ,11231,3,0,3,1500,2700,1931,1,C0,575000,2011-08-22,3004300039
103971,3,GOWANUS                  ,03  THREE FAMILY HOMES                      ,1,430,72, ,C0,427 UNION STREET                         ,            ,11231,3,0,3,2000,3165,1899,1,C0,0,2011-06-20,3004300072
103975,3,GOWANUS                  ,03  THREE FAMILY HOMES                      ,1,462,5, ,C0,128 2 STREET                             ,            ,11231,3,0,3,2000,2280,1899,1,C0,1300000,2011-04-14,3004620005
103976,3,GOWANUS                  ,03  THREE FAMILY HOMES                      ,1,468,24, ,C0,36 4TH STREET                            ,            ,11231,3,0,3,2200,2640,1899,1,C0,0,2011-12-13,3004680024
103983,3,GOWANUS                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,437,43, ,V0,BOND STREET                              ,            ,11231,0,0,0,1500,0,0,1,V0,0,2011-10-13,3004370043
103984,3,GOWANUS                  ,05  TAX CLASS 1 VACANT LAND                 ,1B,437,44, ,V0,BOND STREET                              ,            ,11231,0,0,0,1500,0,0,1,V0,0,2011-10-13,3004370044
103985,3,GOWANUS                  ,06  TAX CLASS 1 - OTHER                     ,1,416,4, ,Z0,259 HOYT STREET                          ,            ,11217,0,0,0,1200,0,0,1,Z0,300000,2011-05-06,3004160004
104146,3,GOWANUS                  ,14  RENTALS - 4-10 UNIT                     ,2A,451,8, ,S9,347 HOYT STREET                          ,            ,11231,4,2,6,1710,5814,1920,2,S9,0,2011-10-11,3004510008
104153,3,GOWANUS                  ,27  FACTORIES                               ,4,431,43, ,F9,499 UNION STREET                         ,            ,11231,0,2,2,7581,7581,1931,4,F9,1200000,2011-05-26,3004310043
104168,3,GOWANUS                  ,29  COMMERCIAL GARAGES                      ,4,437,41, ,G9,326 BOND STREET                          ,            ,11231,0,1,1,3000,1600,1931,4,G9,0,2011-10-13,3004370041
104172,3,GOWANUS                  ,29  COMMERCIAL GARAGES                      ,4,465,28, ,G7,104 3 STREET                             ,            ,11231,0,0,0,1800,0,0,4,G7,0,2011-11-02,3004650028
104174,3,GOWANUS                  ,30  WAREHOUSES                              ,4,423,35, ,E9,274-280 BOND STREET                      ,            ,11217,0,1,1,8500,4200,1931,4,E9,0,2011-10-11,3004230035
104181,3,GOWANUS                  ,31  COMMERCIAL VACANT LAND                  ,4,465,47, ,V1,99 4 STREET                              ,            ,11231,0,0,0,2000,0,0,4,V1,650000,2011-11-02,3004650047
109044,3,RED HOOK                 ,01  ONE FAMILY HOMES                        ,1,513,48, ,A9,5 LUQUER STREET                          ,            ,11231,1,0,1,833,880,1920,1,A9,572500,2011-07-01,3005130048
109045,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,529,46, ,S2,320 VAN BRUNT STREET                     ,            ,11231,2,1,3,2250,4075,1925,1,S2,0,2011-03-08,3005290046
109046,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,530,37, ,B9,82 VISITATION PLACE                      ,            ,11231,2,0,2,2000,2600,1899,1,B9,1250600,2011-08-01,3005300037
109047,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,531,34, ,B9,86 PIONEER STREET                        ,            ,11231,2,0,2,1667,1600,1899,1,B9,825000,2011-08-09,3005310034
109048,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,586,35, ,B9,138 COFFEY STREET                        ,            ,11231,2,0,2,2000,2448,1899,1,B9,1562500,2011-11-01,3005860035
109049,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,588,26, ,B1,25 DIKEMAN STREET                        ,            ,11231,2,0,2,1800,2000,1899,1,B1,950000,2011-01-06,3005880026
109050,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,596,48, ,B9,159 COFFEY STREET                        ,            ,11231,2,0,2,1667,1792,1899,1,B9,10,2011-03-17,3005960048
109051,3,RED HOOK                 ,02  TWO FAMILY HOMES                        ,1,597,31, ,B9,130 VAN DYKE STREET                      ,            ,11231,2,0,2,2100,1650,1901,1,B9,0,2011-06-07,3005970031
109052,3,RED HOOK                 ,03  THREE FAMILY HOMES                      ,1,513,38, ,C0,27 LUQUER                                ,            ,11231,3,0,3,2500,2005,1899,1,C0,0,2011-12-05,3005130038
109053,3,RED HOOK                 ,03  THREE FAMILY HOMES                      ,1,603,35, ,C0,162-166 BEARD STREET                     ,            ,11231,3,0,3,5400,4356,2009,1,C0,0,2011-12-07,3006030035
109054,3,RED HOOK                 ,06  TAX CLASS 1 - OTHER                     ,1,534,15, ,Z0,16 HUNTINGTON ST                         ,            ,11231,0,0,0,2000,0,0,1,Z0,0,2011-12-13,3005340015
109055,3,RED HOOK                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,513,7, ,C3,365 COLUMBIA STREET                      ,4,11231,4,0,4,1365,2625,1931,2,C3,0,2011-03-02,3005130007
109056,3,RED HOOK                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,513,7, ,C3,365 COLUMBIA STREET                      ,4,11231,4,0,4,1365,2625,1931,2,C3,197000,2011-02-15,3005130007
109057,3,RED HOOK                 ,07  RENTALS - WALKUP APARTMENTS             ,2,556,32, ,C1,46 SULLIVAN STREET                       ,            ,11231,20,0,20,9150,22833,1931,2,C1,1725000,2011-01-05,3005560032
109058,3,RED HOOK                 ,07  RENTALS - WALKUP APARTMENTS             ,2B,574,37, ,C1,164 DIKEMAN STREET                       ,8,11231,8,0,8,2500,5548,1931,2,C1,1000,2011-08-04,3005740037
109059,3,RED HOOK                 ,07  RENTALS - WALKUP APARTMENTS             ,2A,603,39, ,C3,170 BEARD STREET                         ,4,11231,4,0,4,2000,3600,1931,2,C3,1200000,2011-10-06,3006030039
109060,3,RED HOOK                 ,14  RENTALS - 4-10 UNIT                     ,2A,546,10, ,S9,291 VAN BRUNT STREET                     ,            ,11231,2,2,4,1463,3746,1921,2,S9,1250000,2011-10-21,3005460010
109061,3,RED HOOK                 ,14  RENTALS - 4-10 UNIT                     ,2B,576,6, ,S5,351 VAN BRUNT STREET                     ,6,11231,6,1,7,2250,5700,1931,2,S5,100000,2011-03-21,3005760006
109063,3,RED HOOK                 ,23  LOFT BUILDINGS                          ,4,545,23, ,L9,330 VAN BRUNT STREET                     ,            ,11231,0,1,1,2295,2293,1931,4,L9,811000,2011-05-19,3005450023
109064,3,RED HOOK                 ,23  LOFT BUILDINGS                          ,4,603,27, ,L9,440 VAN BRUNT STREET                     ,            ,11231,1,1,2,4500,9149,2008,4,L9,1450000,2011-03-04,3006030027
109065,3,RED HOOK                 ,27  FACTORIES                               ,4,534,43, ,F9,13 WEST 9TH   STREET                     ,            ,11231,2,1,3,4000,5800,1920,4,F9,0,2011-12-13,3005340043
109066,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,534,20, ,G7,28 HUNTINGTON STREET                     ,            ,11231,0,0,0,3950,0,0,4,G7,0,2011-12-16,3005340020
109067,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,534,25, ,G7,730 HICKS STREET                         ,            ,11231,0,0,0,10650,0,0,4,G7,0,2011-12-16,3005340025
109068,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,545,1, ,G7,133 CONOVER STREET                       ,            ,11231,0,0,0,2377,0,0,4,G7,3700000,2011-06-02,3005450001
109069,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,545,3, ,G7,127 CONOVER STREET                       ,            ,11231,0,1,1,7625,0,1900,4,G7,0,2011-06-02,3005450003
109070,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,545,5, ,G7,125 CONOVER STREET                       ,            ,11231,0,0,0,5000,0,0,4,G7,0,2011-06-02,3005450005
109071,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,545,7, ,G7,CONOVER STREET                           ,            ,11231,0,0,0,2500,0,0,4,G7,0,2011-06-02,3005450007
109072,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,545,8, ,G7,119 CONOVER STREET                       ,            ,11231,0,0,0,2500,0,0,4,G7,0,2011-06-02,3005450008
109073,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,554,1, ,G2,23-41 FERRIS STREET                      ,            ,11231,0,1,1,20000,4928,1931,4,G2,2950000,2011-05-16,3005540001
109074,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,588,30, ,G9,138A DWIGHT STREET                       ,            ,11231,0,1,1,2000,2000,1920,4,G9,600000,2011-04-15,3005880030
109075,3,RED HOOK                 ,29  COMMERCIAL GARAGES                      ,4,588,30, ,G9,138A DWIGHT STREET                       ,            ,11231,0,1,1,2000,2000,1920,4,G9,0,2011-03-01,3005880030
109080,3,RED HOOK                 ,30  WAREHOUSES                              ,4,513,43, ,E9,17 LUQUER ST                             ,            ,11231,0,1,1,2500,5360,2005,4,E9,0,2011-06-10,3005130043
109081,3,RED HOOK                 ,30  WAREHOUSES                              ,4,545,10, ,E9,149 PIONEER STREET                       ,            ,11231,0,1,1,13045,25200,1866,4,E9,0,2011-06-02,3005450010
109082,3,RED HOOK                 ,30  WAREHOUSES                              ,4,595,200, ,E9,106-118 FERRIS STREET                    ,            ,11231,0,7,7,21252,73800,1920,4,E9,0,2011-12-26,3005950200
109083,3,RED HOOK                 ,30  WAREHOUSES                              ,4,596,1, ,E9,157 COFFEY STREET                        ,            ,11231,0,1,1,6667,13000,1925,4,E9,0,2011-11-17,3005960001
109084,3,RED HOOK                 ,30  WAREHOUSES                              ,4,596,6, ,E9,162 VAN DYKE STREET                      ,            ,11231,0,1,1,6667,13000,1925,4,E9,0,2011-11-17,3005960006
109085,3,RED HOOK                 ,30  WAREHOUSES                              ,4,599,17, ,E9,39 COFFEY STREET                         ,            ,11231,0,1,1,13750,7500,1931,4,E9,1650000,2011-11-04,3005990017
109086,3,RED HOOK                 ,30  WAREHOUSES                              ,4,605,24, ,E9,39-74 VAN DYKE STREET                    ,            ,11231,0,1,1,20000,17650,1920,4,E9,3050000,2011-12-13,3006050024
109087,3,RED HOOK                 ,32  HOSPITAL AND HEALTH FACILITIES          ,4,598,21, ,I9,81 COFFEY STREET                         ,            ,11231,0,1,1,2700,8100,1931,4,I9,0,2011-12-26,3005980021
109088,3,RED HOOK                 ,41  TAX CLASS 4 - OTHER                     ,4,534,45, ,Z9,11 WEST 9TH   STREET                     ,            ,11231,0,1,1,2000,100,1931,4,Z9,98000,2011-03-22,3005340045
109089,3,RED HOOK                 ,41  TAX CLASS 4 - OTHER                     ,4,599,30, ,Z9,42 VAN DYKE STREET                       ,            ,11231,0,0,0,2500,2500,1931,4,Z9,300000,2011-02-24,3005990030
119792,3,CARROLL GARDENS          ,01  ONE FAMILY HOMES                        ,1,365,30, ,A4,52 SECOND PLACE                          ,            ,11231,1,0,1,1280,3072,1901,1,A4,3045000,2012-12-20,3003650030
