accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Bolton Ave, The Bronx, NY 10473, USA",ChIJr3gDZyf1wokR_l7nXugig5I,"BOLTON AVE, Bronx, NY, US",40.815522,-73.85779649999998,1,10473,OK,route
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"O'MEILA'S, RENEWAL, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"Rathbun Ave, Staten Island, NY, USA",ChIJhSmlDd5KwokRtl47NvqeCQg,"RATHBUN AVE E/O DELMAR AVE, Staten Island, NY, US",40.5402058,-74.1944453,2,,OK,route
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"M. ESTELLA HOUSES, Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"430 New Dorp Ln, Ste B-2, Staten Island, NY 10306, United States",ChIJKznhgk5JwokRrr6cCdyROC0,"CLERMONT AVE,HYLAN BLVD,CARTER & ASPINWALL STS, Staten Island, NY, US",40.568757,-74.10941779999997,1,10306,OK,"clothing_store,establishment,point_of_interest,shoe_store,store"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"E 34th St, New York, NY 10016, USA",ChIJn0PqhgVZwokRnHEWnZPNsJE,"E34TH BET 2TH & 3TH AVES, Manhattan, NY, US",40.7457167,-73.97811949999998,1,10016,OK,route
ROOFTOP,"207 Brighton St, Staten Island, NY 10307, USA",ChIJ0yBOOpjKw4kR1pcw1-JwviY,"207 BRIGHTON ST, Staten Island, NY, US",40.50531210000001,-74.24344959999998,1,10307,OK,premise
ROOFTOP,"19 Luna Cir #14, Staten Island, NY 10312, USA",Ei0xNCwgMTkgTHVuYSBDaXIsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzEyLCBVU0EiHhocChYKFAoSCZWhxCJZSsKJEbJ749m1aOtgEgIxNA,"14,19 LUNA CIRCLE 20 TYNDALE, Staten Island, NY, US",40.52973840000001,-74.16736960000001,2,10312,OK,subpremise
ROOFTOP,"358 Harold St, Staten Island, NY 10314, USA",ChIJxe9iBCNMwokR7PFrrkoOtOA,"358 HAROLD ST, Staten Island, NY, US",40.6010554,-74.13337800000002,1,10314,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"44 Lamoka Ave, Staten Island, NY 10308, USA",ChIJB7v3g8dLwokRk5CPueGp4u4,"44 LAMOKA AVE, Staten Island, NY, US",40.5527379,-74.14706249999998,1,10308,OK,street_address
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"CHESTER SWAIM & SHORE AVE, Staten Island, NY, US",,,0,,ZERO_RESULTS,
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"2719 Oakdale St S, St. Petersburg, FL 33705, USA",ChIJEaBnTO7hwogR8mp6kpbmujM,"OAKDALE ST & RICHMOND AVE, Staten Island, NY, US",27.7437252,-82.63578360000002,1,33705,OK,"establishment,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"16 Fingal St #6, Staten Island, NY 10312, USA",Ei02LCAxNiBGaW5nYWwgU3QsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzEyLCBVU0EiHRobChYKFAoSCXccymJWSsKJEV1MPSUDiKG6EgE2,"6,16,26 FINGAL ST, Staten Island, NY, US",40.5379295,-74.16828690000001,1,10312,OK,subpremise
ROOFTOP,"96 Elmbank St, Staten Island, NY 10312, USA",ChIJtfgLrFtKwokROVHsbGWtU7A,"96 ELMBANK ST, Staten Island, NY, US",40.5301491,-74.1625533,1,10312,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"145 Connecticut St, Staten Island, NY 10307, USA",ChIJOQQa85DKw4kR0J-o9EJcB8o,"145 CONNECTICUT ST, Staten Island, NY, US",40.5040149,-74.2497308,1,10307,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Prospect-Lefferts Gardens Historic District, Brooklyn, NY 11225, USA",ChIJW8ivpW1bwokReqoP9QhcwlQ,"PROSPECT LEFFERTS GARDENS HISTORIC DISTRICT, Brooklyn, NY, US",40.6603944,-73.95582040000002,1,11225,OK,"neighborhood,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"55 E Houston St, New York, NY 10012, USA",ChIJRQqJgYVZwokRfJB16sxh1Pg,"EMILIO'S RESTAURANT, Manhattan, NY, US",40.7245528,-73.99450379999998,2,10012,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Caldwell Ave & 80th St, Queens, NY 11379, USA",Ei1DYWxkd2VsbCBBdmUgJiA4MHRoIFN0LCBRdWVlbnMsIE5ZIDExMzc5LCBVU0EiZiJkChQKEglflIl9W17CiRHA5l0JqXIpExIUChIJX5SJfVtewokRwOZdCalyKRMaFAoSCa8vb4RcXsKJEVBmH5LbbgEvGhQKEgm5gT2GaF7CiRG3iTxb849R5CIKDTA6RhgVctz20w,"CALDWELL AVE, 80TH ST, 81 ST, Queens, NY, US",40.72556,-73.879643,1,11379,OK,intersection
GEOMETRIC_CENTER,"Avenue U, Brooklyn, NY, USA",ChIJR0kd_JhEwokRkQHER_mQ6k0,"Avenue U Bank, Brooklyn, NY, US",40.60032,-73.94288619999998,1,,OK,route
ROOFTOP,"309 White Plains Rd, Eastchester, NY 10709, USA",ChIJ3xDzj-qSwokRJcLU2YYAGno,"WHITE PLAINS RD BET E216TH ST & 219TH ST, Bronx, NY, US",40.9503722,-73.8177079,1,10709,OK,"establishment,point_of_interest,veterinary_care"
ROOFTOP,"268 Bowery, New York, NY 10012, USA",ChIJ56I6vIVZwokRaJj9IjwCCfQ,"ROGER'S RESTAURANT, Manhattan, NY, US",40.7235257,-73.99321119999998,1,10012,OK,"establishment,furniture_store,home_goods_store,point_of_interest,store"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"34-08 31st Ave, Queens, NY 11106, USA",ChIJy8vyBTlfwokRiBQBaJbvTVE,"IL BAMBINO, Manhattan, NY, US",40.7629044,-73.92087599999998,1,11106,OK,"establishment,food,point_of_interest,restaurant"
ROOFTOP,"30-30 60th St, Woodside, NY 11377, USA",ChIJG4f_1CxfwokRIU7vgLHmDPs,"LIBERTY ELECTRICAL SUPPLY, Brooklyn, NY, US",40.7587704,-73.90319269999998,1,11377,OK,"electrician,establishment,point_of_interest,store"
GEOMETRIC_CENTER,"Greenwich St, New York, NY, USA",ChIJh4zYSvRZwokRXTlyzrwcD1Y,"GREENWICH ST DIST, Manhattan, NY, US",40.72213729999999,-74.0097722,1,,OK,route
GEOMETRIC_CENTER,"Northern Blvd/Clearview Expy, Queens, NY 11361, USA",ChIJ6yg3d9xhwokR6XS6_h_EoL4,"45TH RD BET CLEARVIEW EXPWAY & BELL BLVD, Queens, NY, US",40.758234,-73.776884,1,11361,OK,"bus_station,establishment,point_of_interest,transit_station"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"51 Beaver St, New York, NY 10004, USA",ChIJmVgbmhZawokRgwcTJoTTQYM,"51-53 BEAVER ST, Manhattan, NY, US",40.7051531,-74.0113678,1,10004,OK,street_address
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"White Plains Rd, The Bronx, NY, USA",ChIJR4VBo1jzwokRg3xzMqLwuIQ,"WHITE PLAINS RD BET_WARING & MACE AVES, Bronx, NY, US",40.856614,-73.867633,1,,OK,route
ROOFTOP,"94 Avenue A, New York, NY 10009, USA",ChIJjRS-soJZwokRyvvVRspU2jI,"SIDEWALK CAFE TEXT, Citywide, NY, US",40.7254628,-73.98371429999997,1,10009,OK,"bar,cafe,establishment,food,point_of_interest,restaurant"
ROOFTOP,"95 Malcolm X Blvd, New York, NY 10026, USA",ChIJU3ycXhD2wokRZRYWbdAEIYo,"CANAAN IV TOWERS, Manhattan, NY, US",40.8011738,-73.9507181,1,10026,OK,"establishment,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"55 N Moore St, New York, NY 10013, USA",ChIJTUYedPVZwokRfcPzDnZBNxo,"55 N. MOORE ST, Manhattan, NY, US",40.7202406,-74.00913220000002,1,10013,OK,premise
ROOFTOP,"21 W 9th St, New York, NY 10011, USA",ChIJ6VSxOvNZwokR3RTVEPxNwm4,"ANITA'S CHILE PARLOR, Manhattan, NY, US",40.733529,-73.9970043,1,10011,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1512 Beach Ave, The Bronx, NY 10460, USA",ChIJTdI4OJX0wokRQfx2dbFI5Qs,"1512 BEACH AVE, Bronx, NY, US",40.8379506,-73.8670143,1,10460,OK,premise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
RANGE_INTERPOLATED,"299 Dean St, Brooklyn, NY 11217, USA",EiQyOTkgRGVhbiBTdCwgQnJvb2tseW4sIE5ZIDExMjE3LCBVU0EiGxIZChQKEgnLNvU2rVvCiRGtvb_G6fcR4RCrAg,"299-1303 DEAN ST, Brooklyn, NY, US",40.68437309999999,-73.98188859999998,1,11217,OK,street_address
ROOFTOP,"1000 5th Ave, New York, NY 10028, USA",ChIJhRwB-yFawokR1w9Jk4hGdB4,"THE BALCONY, Manhattan, NY, US",40.7793787,-73.96332070000003,1,10028,OK,"bar,cafe,establishment,food,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Williamsburg, Brooklyn, NY, USA",ChIJQSrBBv1bwokRbNfFHCnyeYI,"WILLIAMSBURG URA, Brooklyn, NY, US",40.7081156,-73.9570696,1,,OK,"neighborhood,political"
GEOMETRIC_CENTER,"89th Ave, Queens, NY, USA",ChIJZyvJ-xthwokRJHzquXpAh4g,"89 AVE & WEST SERVICE RD OF VAN-WYCK EXP, Queens, NY, US",40.710539,-73.78711559999998,1,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"639 2nd Ave #641, New York, NY 10016, USA",ChIJqW8iwAVZwokRjIA0b1-6ZCc,"639-641 2ND AVE, Manhattan, NY, US",40.7454532,-73.9757578,1,10016,OK,subpremise
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SALE OF CITY-OWNED PROPERTY, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"165 Buttonwood Rd, Staten Island, NY 10304, USA",ChIJgxobIJZOwokRu1x-tgsv7mE,"165 BUTTONWOOD RD, Staten Island, NY, US",40.59466629999999,-74.1078917,1,10304,OK,premise
GEOMETRIC_CENTER,"Koch Blvd, Staten Island, NY 10312, USA",ChIJf6iVJlFKwokRpKe7MBxBdVM,"KOCH BLVD,ARDEN & JANSEN STS, Staten Island, NY, US",40.535757200000006,-74.16379470000003,1,10312,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Utica Ave & Farragut Rd, Brooklyn, NY 11203, USA",EjBVdGljYSBBdmUgJiBGYXJyYWd1dCBSZCwgQnJvb2tseW4sIE5ZIDExMjAzLCBVU0EiZiJkChQKEgmnFu1Ar1zCiRHSN__4JAfqRRIUChIJpxbtQK9cwokR0jf_-CQH6kUaFAoSCeEruDWiXMKJEeuHR8rVNCEhGhQKEgnDJDt_o1zCiRE0UjiLpxhgFCIKDXnIOBgVYFnv0w,"SCHENECTADY AVE,FARRAGUT RD,UTICA AVE & GLENWOOD R, Brooklyn, NY, US",40.6374521,-73.92887359999997,2,11203,OK,intersection
