accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
GEOMETRIC_CENTER,"Mapes Ave & E 180th St, The Bronx, NY 10460, USA",EjBNYXBlcyBBdmUgJiBFIDE4MHRoIFN0LCBUaGUgQnJvbngsIE5ZIDEwNDYwLCBVU0EiZiJkChQKEglrWNcOifTCiRGbmHuEPZfIFBIUChIJa1jXDon0wokRm5h7hD2XyBQaFAoSCYmo_QqJ9MKJEYsXU3wKGLUcGhQKEgkD8Ji7ifTCiRFjdocK2QmT6CIKDaSuWBgV7_L10w,"MAPES AVE, E180TH, E182ND STS, Bronx, NY, US",40.846506,-73.88562089999998,1,10460,OK,intersection
ROOFTOP,"780 St Ann's Ave, The Bronx, NY 10456, USA",ChIJcynuyLX1wokR9LOB4jXBeYg,"132 ST FORM ST ANN'S AVE TO BROOK AVE, Bronx, NY, US",40.8202523,-73.9099413,1,10456,OK,"establishment,parking,point_of_interest"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"SPARANO FOOD BOOTH, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"Nautilus St, Staten Island, NY 10305, USA",ChIJrRTM-KZPwokR-uijFE3o3OY,"NAUTILUS STREET DEMAPPING, Staten Island, NY, US",40.6108513,-74.06211689999998,1,10305,OK,route
GEOMETRIC_CENTER,"Harbor Dr, Brooklyn, NY 11234, USA",ChIJTz-C40BDwokRWJ2k3ssbEd8,"HARBOR VILLAGE, Brooklyn, NY, US",40.61013670000001,-73.9149862,1,11234,OK,route
APPROXIMATE,"Sunset Park, Brooklyn, NY, USA",ChIJfWVm5LNawokRMvYNqC6zPgg,"SUNSET PK NORTH AREA, Brooklyn, NY, US",40.65272,-74.00933479999998,1,,OK,"neighborhood,political"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"AMENDED DRAINAGE PLAN, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"Metropolitan Ave, New York, NY, USA",ChIJFyQTrIdewokRawLyo8Ekfpg,"N/W/C/O METROPOLITAN AVE &   PLEASANT VIEW ST, Queens, NY, US",40.7123451,-73.8913079,1,,OK,route
ROOFTOP,"125 Worth St, New York, NY 10013, USA",ChIJteaKHSJawokRpRF51o8BPuM,"SEWERAGE DIST NO.10HX, Manhattan, NY, US",40.7155407,-74.0024363,2,10013,OK,"establishment,local_government_office,point_of_interest"
GEOMETRIC_CENTER,"Los Angeles, CA 90095, USA",ChIJZQ9c8IW8woARN0gTXFiTqSU,"AQUEDUCT, UNIVERSITY & GRAND AVES, W181ST STREET &, Bronx, NY, US",34.068921,-118.4451811,1,90095,OK,"establishment,point_of_interest,university"
GEOMETRIC_CENTER,"W 142nd St, New York, NY, USA",ChIJ5fB3rXv2wokRY48k5K3CCfA,"142ND ST & 14TH AVES, Queens, NY, US",40.82146789999999,-73.944604,1,,OK,route
RANGE_INTERPOLATED,"5 2 St NO D, Staten Island, NY 10306, USA",EipOTyBELCA1IDIgU3QsIFN0YXRlbiBJc2xhbmQsIE5ZIDEwMzA2LCBVU0EiJBoiChoSGAoUChIJJ0HrlFRJwokRvxOhHV9lqjAQBRIETk8gRA,"SEWERAGE DIST NO D-5 (R-2), Staten Island, NY, US",40.575357800000006,-74.11940340000002,1,10306,OK,subpremise
ROOFTOP,"111 Quintard St, Staten Island, NY 10305, USA",ChIJK4oN2sJOwokReYhzWM7RtqU,"DEPARTMENTAL REPAIR SHOP, Staten Island, NY, US",40.59466339999999,-74.0827386,1,10305,OK,"car_repair,establishment,point_of_interest"
GEOMETRIC_CENTER,"Sterling Pl, Brooklyn, NY, USA",ChIJ1ZvyRoNbwokRbdzwx8PvMlY,"STERLING PL BET BUFFALO AVE & RALPH AVE, Brooklyn, NY, US",40.672357700000006,-73.9470137,2,,OK,route
GEOMETRIC_CENTER,"133rd Ave & 135th St, Queens, NY 11420, USA",EisxMzNyZCBBdmUgJiAxMzV0aCBTdCwgUXVlZW5zLCBOWSAxMTQyMCwgVVNBImYiZAoUChIJX0DDihhnwokR3XfknvymjUASFAoSCV9Aw4oYZ8KJEd135J78po1AGhQKEgmtsbOZImfCiRFkBxHqJzUcmRoUChIJ9SHTvDpnwokRa9NaTrCwgvMiCg1ymD0YFR54AtQ,"AREA BND BY 133RD AVE, 135TH ST, NO CONDUIT AVE & , Queens, NY, US",40.6689906,-73.8035682,1,11420,OK,intersection
GEOMETRIC_CENTER,"Cross Bay Blvd, Queens, NY, USA",ChIJx6hmwI1nwokRObhdwQyXUII,"CROSS BAY BLVD R.O.W., Queens, NY, US",40.6357369,-73.83063659999998,1,,OK,route
APPROXIMATE,"College Point, Queens, NY, USA",ChIJr9e06ayKwokR6ilHG8siXnA,"COLLEGE POINT INDUSTRIAL DEV PLAN, Queens, NY, US",40.786395,-73.8389657,1,,OK,"neighborhood,political"
ROOFTOP,"55 E 122nd St, New York, NY 10035, USA",ChIJ2z7wUwn2wokREaRUt-i1mEk,"NORTH GENERAL HOSPITAL, Manhattan, NY, US",40.8031818,-73.9415391,1,10035,OK,"establishment,hospital,point_of_interest"
APPROXIMATE,"Queens, NY, USA",ChIJK1kKR2lDwokRBXtcbIvRCUE,"B130TH ST, Queens, NY, US",40.7282239,-73.7948516,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"The High Bridge, Harlem River Dr, New York, NY 10033, USA",ChIJ-cikQiH0wokR0AV5ZPfUUnk,"E179TH ST PEDESTRIAN BRIDGE, Bronx, NY, US",40.8423483,-73.9303855,1,10033,OK,"establishment,point_of_interest"
RANGE_INTERPOLATED,"1 Dominick St, New York, NY 10013, USA",EiYxIERvbWluaWNrIFN0LCBOZXcgWW9yaywgTlkgMTAwMTMsIFVTQSIaEhgKFAoSCWneJMiMWcKJEfN8WQ_oCO7AEAE,"1 DOMINICK ST, Manhattan, NY, US",40.7250372,-74.0059392,1,10013,OK,street_address
ROOFTOP,"141 Lawrence St, Brooklyn, NY 11201, USA",ChIJKQZAgktawokR6E08NI7W8qw,"CIRCA, Manhattan, NY, US",40.69166,-73.986036,1,11201,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"307 Sand Ln, Staten Island, NY 10305, USA",ChIJd88i8NNOwokRyXRKQvf6NkU,"EMERSONIA ESTATES, Staten Island, NY, US",40.592418,-74.067953,1,10305,OK,"establishment,general_contractor,point_of_interest,real_estate_agency"
ROOFTOP,"129 W 22nd St, New York, NY 10011, USA",ChIJ6yE_tqRZwokRXOT9ryxAcH0,"129 W22ND ST, Manhattan, NY, US",40.7429498,-73.9943661,1,10011,OK,premise
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"I.S. 206A, Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"O'Brien Oval, 396 E Tremont Ave, The Bronx, NY 10457, USA",ChIJnxgPXG_0wokRj0KiKVLh2YE,"BRONX RIVER, UNDERHILL, O'BRIEN AVES & WHITE PLAIN, Bronx, NY, US",40.8478732,-73.90126020000002,1,10457,OK,"establishment,park,point_of_interest"
GEOMETRIC_CENTER,"Douglas Rd, Florida, USA",ChIJL-hltGmv2YgRvs5AYG8VhbA,"DOUGLAS RD & COVERLY AVE, Staten Island, NY, US",25.9854486,-80.26293869999998,7,,OK,route
ROOFTOP,"5 Sigourney St 2nd floor, Brooklyn, NY 11231, USA",ChIJgXgKRYxawokRYcQddJBiLps,"MURRELL BUS, Citywide, NY, US",40.6733615,-74.01030379999997,2,11231,OK,"establishment,point_of_interest,travel_agency"
GEOMETRIC_CENTER,"Hoe Ave, The Bronx, NY, USA",ChIJ0a_YC_j0wokR9LLLpC9fHXY,"HOE AVE GARDEN, Bronx, NY, US",40.8294068,-73.89087789999998,1,,OK,route
ROOFTOP,"8401 3rd Ave, Brooklyn, NY 11209, USA",ChIJdd_tY_VPwokRnxyCc-QRCG4,"CAFFE CAFE, Brooklyn, NY, US",40.6248909,-74.03027929999998,1,11209,OK,"cafe,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"W41TH W42TH W43TH ST, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
,,,"SEWERAGE DIST D.P. #20FSW4 20FS5, Queens, NY, US",,,0,,REQUEST_DENIED,
ROOFTOP,"176 Grand St 3rd Floor, New York, NY 10013, USA",ChIJWzIqU4hZwokRW6oQ-MBwkoY,"DIST NO. 29-AG, Manhattan, NY, US",40.719663,-73.997675,1,10013,OK,"establishment,point_of_interest"
GEOMETRIC_CENTER,"W 27th St, New York, NY, USA",ChIJIwQEjbBZwokRpv79l39RvhY,"W27TH ST BET 7TH & 8TH AVE, Manhattan, NY, US",40.7478166,-73.99665290000002,2,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Beach 27th St, Queens, NY 11691, USA",ChIJtZ4-W6VowokR-QVk_HjxAeQ,"BEACH 27TH ST BET SEAGIRT AVE & DEERFIELD RD, Queens, NY, US",40.59505460000001,-73.76020439999998,2,11691,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"Hylan Blvd, Staten Island, NY, USA",ChIJNy-gz7xLwokRZFG4OScmxZk,"HYLAN BLVD & RICHMOND RD IN THE SO RICHMOND SPEC D, Staten Island, NY, US",40.5464584,-74.1414633,1,,OK,route
GEOMETRIC_CENTER,"Justin Ave, Glendale, CA 91201, USA",ChIJfyn5vA_AwoARosxmieUjAU8,"JUSTIN AVE & BENTON ST, Staten Island, NY, US",34.1677862,-118.2898521,1,91201,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Manhattan, New York, NY, USA",ChIJYeZuBI9YwokRjMDs_IEyCwo,"GOLDEN FLEECE REST, Manhattan, NY, US",40.7830603,-73.9712488,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"107-6 150th St, Jamaica, NY 11435, USA",ChIJQ0cy-dNgwokRSVC_XMdKby4,"107-06 150TH ST, Queens, NY, US",40.6941947,-73.8009713,1,11435,OK,street_address
ROOFTOP,"2390 Palisade Ave, The Bronx, NY 10463, USA",ChIJWcghMunzwokRAvsD4msOk0Q,"PALISADE AVE N/O SIGMA PLACE, Bronx, NY, US",40.87971599999999,-73.92045399999998,1,10463,OK,"establishment,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"6873 Orchard Lake Rd, West Bloomfield Township, MI 48322, USA",ChIJw51yA0G6JIgRiPq2RbGp1Lo,"STAGE DELICATESSEN & RESTAURANT, Manhattan, NY, US",42.538262,-83.359534,1,48322,OK,"establishment,food,point_of_interest,restaurant,store"
ROOFTOP,"455 Huguenot Ave, Staten Island, NY 10312, USA",ChIJf37KUN5KwokRpgxMZ9TOyyM,"I.S. 75, Staten Island, NY, US",40.54436070000001,-74.1975219,1,10312,OK,"establishment,point_of_interest,school"
ROOFTOP,"165 27th St, Brooklyn, NY 11232, USA",ChIJ2a2sjulawokRHE8xFtgh6qA,"A IRON WORKS INC, Brooklyn, NY, US",40.6602254,-74.0001582,1,11232,OK,"establishment,general_contractor,point_of_interest"
ROOFTOP,"202 E 25th St, New York, NY 10010, USA",ChIJlbWmHgpZwokRKiVD37Hbsts,"DOG GROOMING SCHL, Queens, NY, US",40.7398737,-73.98186120000003,1,10010,OK,"establishment,point_of_interest"
APPROXIMATE,"New York, NY, USA",ChIJOwg_06VPwokRYv534QaPC8g,"SOLID WASTE STATION/REFUSE STORAGE, Citywide, NY, US",40.7127753,-74.0059728,1,,OK,"locality,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"20 N Moore St #24, New York, NY 10013, USA",ChIJjdy0WvVZwokRlyPMhH_7XfQ,"20-24 NORTH MOORE, Manhattan, NY, US",40.7196273,-74.00732159999998,1,10013,OK,subpremise
GEOMETRIC_CENTER,"North Dr, Queens, NY 11357, USA",ChIJabG8jLiKwokRowaXYcpLdyA,"DIST NO. 41SA62, 41SWC44, Queens, NY, US",40.7914013,-73.8272176,1,11357,OK,route
ROOFTOP,"1045 Eaton Dr, Fort Wright, KY 41017, USA",ChIJJ8wBcFe3QYgRdjdDBelc7RY,"SEWERAGE DIST NO. PRD 1B & 2B (R20), Staten Island, NY, US",39.02968370000001,-84.53242409999999,1,41017,OK,"establishment,point_of_interest"
ROOFTOP,"3006 29th St, Astoria, NY 11102, USA",ChIJW3a76UdfwokRpXDjyTyijoI,"COLONY 29 CONDO, Queens, NY, US",40.7674808,-73.9232415,1,11102,OK,"establishment,point_of_interest"
GEOMETRIC_CENTER,"Edgewater Rd, Queens, NY 11691, USA",ChIJbeW2mxtmwokRGKN6_YrOEeE,"EGMONT PL  BET EDGEWATER RD & MOTT BASIN, Queens, NY, US",40.61117369999999,-73.7633457,1,11691,OK,route
ROOFTOP,"88-14 Springfield Blvd, Queens Village, NY 11427, USA",ChIJaSIX9ShiwokRL9oYcog3ZN4,"MCDONALD'S, Queens, NY, US",40.7292356,-73.744395,1,11427,OK,"cafe,establishment,food,point_of_interest,restaurant,store"
GEOMETRIC_CENTER,"North Dr, Queens, NY 11357, USA",ChIJabG8jLiKwokRowaXYcpLdyA,"SEWERAGE DIST N.41SA68, 41SWC50, Queens, NY, US",40.7914013,-73.8272176,1,11357,OK,route
GEOMETRIC_CENTER,"W 176th St, The Bronx, NY, USA",Eh5XIDE3NnRoIFN0LCBUaGUgQnJvbngsIE5ZLCBVU0EiLiosChQKEglx89nwGPTCiRHdXCd1F98tCxIUChIJsXxpOlWLwokRd1zxj6dDblU,"W176TH ST, Bronx, NY, US",40.849797,-73.92033760000002,1,,OK,route
GEOMETRIC_CENTER,"Whittier St, The Bronx, NY 10474, USA",ChIJRzdJogb1wokRDKb-YyDgIRQ,"WHITTIER ST, Bronx, NY, US",40.8143947,-73.88358259999998,1,10474,OK,route
,,,"SEWERAGE DIST DP#0B4, Staten Island, NY, US",,,0,,REQUEST_DENIED,
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"LEASE FOR SUBWAY REPAIRS, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"Riverside Dr, New York, NY, USA",ChIJ8aYqYkH2wokRccUf0WRGIVE,"W/S/0 RIVERSIDE DRIVE, N/0 163RD ST, Manhattan, NY, US",40.815718,-73.96246640000003,2,,OK,route
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"289 Manhattan Ave, Brooklyn, NY 11211, USA",ChIJB5f1E1dZwokRVTnd5tPV58M,"FORTUNATO BROS. CAFE, Brooklyn, NY, US",40.7137213,-73.94617590000001,1,11211,OK,"bakery,establishment,food,point_of_interest,store"
ROOFTOP,"10153 East 79th Street #101, Tulsa, OK 74133, USA",ChIJUQqF7MuNtocRgBfCeAt0Wuc,"79TH ST BETWEEN 19TH & 20TH AVES, Brooklyn, NY, US",36.050555,-95.8605774,1,74133,OK,"establishment,health,point_of_interest"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"32nd Dr, Queens, NY 11361, USA",ChIJYUafNHeKwokRB8HGiii6Ccg,"32 SW18/32S31, Queens, NY, US",40.77071249999999,-73.78094920000002,1,11361,OK,route
GEOMETRIC_CENTER,"Whitlock Ave, Staten Island, NY 10304, USA",ChIJO7KpD5hOwokRWwRbzY5HBvE,"WHITLOCK ESTATE, Staten Island, NY, US",40.5959878,-74.1131793,1,10304,OK,route
,,,"NORTHEAST CORNER OF RED CROSS PL & CADMAN PLAZA, Brooklyn, NY, US",,,0,,ZERO_RESULTS,
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"Drainage Plan TW-110, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"333 S St Andrews Pl, Los Angeles, CA 90020, USA",ChIJo9qgb5e4woAR-30q_w0mYp0,"ST ANDREWS PL, ATLANTIC & BROOKLYN AVES, Brooklyn, NY, US",34.068034999999995,-118.311968,2,90020,OK,"establishment,lawyer,point_of_interest"
ROOFTOP,"91-05 Beach Channel Dr, Far Rockaway, NY 11693, USA",ChIJKV8zxEBowokReeV6R_E7ztU,"N/S/O BEACH CHANNEL DRIVE BETWEEN B91ST & B89TH ST, Queens, NY, US",40.5886925,-73.8162777,1,11693,OK,"establishment,funeral_home,point_of_interest"
ROOFTOP,"605 W 48th St, New York, NY 10036, USA",ChIJpfzLx09YwokRGSjUvvLy_Cw,"CANTINA, Manhattan, NY, US",40.7650689,-73.99601379999999,1,10036,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"4802 10th Ave, Brooklyn, NY 11219, USA",ChIJm2RXxMxawokRuUokmugSnTE,"MAIMONIDES MEDICAL CENTER, Brooklyn, NY, US",40.639186,-73.99842199999998,1,11219,OK,"establishment,hospital,point_of_interest"
GEOMETRIC_CENTER,"Abingdon Ave, Staten Island, NY 10308, USA",ChIJCWV_ObtLwokR0rzqxjZGCFc,"ABINGDON AVE, Staten Island, NY, US",40.5554558,-74.1582895,1,10308,OK,route
ROOFTOP,"129 Alden Pl, Staten Island, NY 10301, USA",ChIJwXZl2ztOwokRfFDc3KqtvMY,"129 ALDEN PLACE, Staten Island, NY, US",40.6376042,-74.09277270000003,1,10301,OK,premise
APPROXIMATE,"The Bronx, NY, USA",ChIJsXxpOlWLwokRd1zxj6dDblU,"SEWAGE DIST 43-T35, Bronx, NY, US",40.8447819,-73.86482679999997,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"1535 Broadway, New York, NY 10036, USA",ChIJiVXoAFVYwokRaaIaoxYZBeQ,"KAVKAZIAN RESTAURANT, Manhattan, NY, US",40.7589876,-73.9863247,1,10036,OK,"bar,establishment,food,night_club,point_of_interest,restaurant"
APPROXIMATE,"Staten Island, NY, USA",ChIJ59T0ee9FwokReLy6NIUfJ1A,"3, 7, 11, 15, 19, 21 KESSLER ROAD, Staten Island, NY, US",40.5795317,-74.1502007,1,,OK,"political,sublocality,sublocality_level_1"
ROOFTOP,"2201 West End Ave, Nashville, TN 37235, USA",ChIJR4DvpqRmZIgR1hU5F1UUUeo,"VANDERBILT,OSGOOD & PARK HILL AVES & ROFF ST, Staten Island, NY, US",36.1447034,-86.8026551,1,37235,OK,"establishment,point_of_interest,university"
ROOFTOP,"694 Metropolitan Ave # 106, Brooklyn, NY 11211, USA",ChIJa0gPO1dZwokRjWur5cI31Do,"FIRST CLASS KNITTING MILLS, INC, Brooklyn, NY, US",40.7141704,-73.945666,1,11211,OK,"establishment,point_of_interest,store"
APPROXIMATE,"Pueblo, CO, USA",ChIJZbEbB_OiE4cRLrjHaKNrLag,"PUEBLO NUEVO U.R.P., Staten Island, NY, US",38.2544472,-104.6091409,2,,OK,"locality,political"
ROOFTOP,"99 Gansevoort St, New York, NY 10014, USA",ChIJN3MJ6pRYwokRiXg91flSP8Y,"GANSEVOORT ST FROM WASHINGTON ST TO WEST ST, Manhattan, NY, US",40.7395877,-74.00886290000003,1,10014,OK,"establishment,museum,point_of_interest"
ROOFTOP,"390 Nostrand Ave, Brooklyn, NY 11216, USA",ChIJQVIKf5FbwokR7jSt7SUqoYk,"390 NOSTRAND AVE, Brooklyn, NY, US",40.68603270000001,-73.9508718,1,11216,OK,street_address
GEOMETRIC_CENTER,"11th Ave, Queens, NY, USA",ChIJ-1X7Pr-KwokRN4dmS_4xI8o,"11TH AVE BET 138TH PL & 141 ST, Queens, NY, US",40.7893784,-73.8236622,2,,OK,route
GEOMETRIC_CENTER,"Queens Blvd, Queens, NY, USA",ChIJnziWzFpewokRjQnrF75psis,"SEWERAGE DIST DP S E QUEENS PART II, Queens, NY, US",40.7340424,-73.87303409999998,1,,OK,route
GEOMETRIC_CENTER,"Winant Pl, Staten Island, NY 10309, USA",ChIJzb1ETz61w4kRM5RnKLv1sqc,"N/S/O WINANT PL, W/O ARTHUR KILL, Staten Island, NY, US",40.5367791,-74.2396559,2,10309,OK,route
GEOMETRIC_CENTER,"Corbin Ave, Los Angeles, CA, USA",ChIJ_XoVqO2bwoARu3lbLsKiikE,"CORBIN AVE & NAHANT ST, Staten Island, NY, US",34.2097086,-118.5622857,1,,OK,route
ROOFTOP,"38 Westchester Square # 52, The Bronx, NY 10461, USA",ChIJB1Yr4rL0wokRysgiviJO6Ro,"C-O-P, Bronx, NY, US",40.841496,-73.843767,1,10461,OK,"establishment,point_of_interest,police"
GEOMETRIC_CENTER,"Old New Utrecht Rd, Brooklyn, NY 11204, USA",ChIJdQr91tdEwokR3eYao1szlKE,"OLD NEW UTRECHT RD, Brooklyn, NY, US",40.6284927,-73.98280859999998,2,11204,OK,route
ROOFTOP,"1976 Hylan Blvd, Staten Island, NY 10306, USA",ChIJw18NVOFOwokRSwCkKAhwa-M,"W/S/O WOODVALE AVE, N/O HYLAN BLVD, Staten Island, NY, US",40.581573,-74.097978,2,10306,OK,"car_dealer,establishment,point_of_interest,store"
ROOFTOP,"4859 N Market St # 4, Shreveport, LA 71107, USA",ChIJkdNJrejLNoYR3wuiRuMn5jI,"SEWERAGE DISTRICT NO. 33E49, Queens, NY, US",32.586996,-93.8140315,1,71107,OK,"establishment,local_government_office,point_of_interest"
ROOFTOP,"8000 Cooper Ave # 6, Glendale, NY 11385, USA",ChIJ8-oMiHJewokRPSCaBIKePuk,"LAMAR KNITTING MILLS EXPANSION, Queens, NY, US",40.708464,-73.868284,1,11385,OK,"establishment,point_of_interest,store"
APPROXIMATE,"Starrett City, Brooklyn, NY, USA",ChIJp_UruBldwokRNZ7caH8NQSU,"STARRETT CITY SIGN AUTHORIZATION, Brooklyn, NY, US",40.64842720000001,-73.88236119999998,1,,OK,"neighborhood,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
GEOMETRIC_CENTER,"W 176th St, New York, NY, USA",ChIJcfPZ8Bj0wokR3VwndRffLQs,"W176TH ST BET HARLEM RIVER & SEDWICK AVE, Bronx, NY, US",40.8448971,-73.93324399999999,1,,OK,route
APPROXIMATE,"North Carolina, USA",ChIJgRo4_MQfVIgRGa4i6fUwP60,"SEWERAGE DIST NC-103, Brooklyn, NY, US",35.75957310000001,-79.01929969999998,2,,OK,"administrative_area_level_1,political"
ROOFTOP,"1350 Spring St NW #1, Atlanta, GA 30309, USA",ChIJz4_nc1oE9YgRxihstPqFSoM,,33.791638,-84.389488,1,30309,OK,"bar,establishment,food,point_of_interest,restaurant"
APPROXIMATE,"Brooklyn, NY, USA",ChIJCSF8lBZEwokRhngABHRcdoI,"ci-107, Brooklyn, NY, US",40.6781784,-73.94415790000002,1,,OK,"political,sublocality,sublocality_level_1"
GEOMETRIC_CENTER,"W Shore Expy, Staten Island, NY, USA",ChIJIWQizUZLwokRBajj1_NJS4k,"WEST SHORE EXPRESSWAY & FRESH KILLS, Staten Island, NY, US",40.5669904,-74.1930203,2,,OK,route
GEOMETRIC_CENTER,"Rockaway Blvd, Queens, NY, USA",ChIJvwUN7ARnwokRis6q-7YPLsM,"ROCKAWAY BLVD & 99TH ST, Queens, NY, US",40.6742928,-73.8011786,1,,OK,route
APPROXIMATE,"Williamsburg, Brooklyn, NY, USA",ChIJQSrBBv1bwokRbNfFHCnyeYI,"WILLIAMSBURG URP MINOR CHANGE, Brooklyn, NY, US",40.7081156,-73.9570696,1,,OK,"neighborhood,political"
ROOFTOP,"3701 Berdnick St # H, Rolling Meadows, IL 60008, USA",ChIJgYlLsNikD4gRBqkjnrrvcyQ,"WATER METER TESTING & REPAIR FACLTY, Brooklyn, NY, US",42.101513,-88.026104,1,60008,OK,"establishment,point_of_interest"
RANGE_INTERPOLATED,"43 North St F43, The Bronx, NY 10468, USA",EipGNDMsIDQzIE5vcnRoIFN0LCBUaGUgQnJvbngsIE5ZIDEwNDY4LCBVU0EiIxohChoSGAoUChIJeRbjZnb0wokR2UiizcOwEE4QKxIDRjQz,"DIST NO. 43 F43, Bronx, NY, US",40.860299,-73.9049725,1,10468,OK,subpremise
GEOMETRIC_CENTER,"Seattle, WA 98105, USA",ChIJo7FZi_IUkFQRqAwehsVYhpI,"C8 & M1 DISTS COMMUNITY FACILITIES, Citywide, NY, US",47.65466170000001,-122.3114521,2,98105,OK,"establishment,parking,point_of_interest"
ROOFTOP,"358 Pacific St, Brooklyn, NY 11217, USA",ChIJwzSzh01awokRbcWZCRriYRE,"358 PACIFIC ST, Brooklyn, NY, US",40.6865439,-73.98656690000001,1,11217,OK,premise
GEOMETRIC_CENTER,"Foster Ave, Brooklyn, NY, USA",ChIJ5yGIIlhbwokRTVfpuYAsco4,"FOSTER AVE & E87TH ST, Brooklyn, NY, US",40.63926000000001,-73.9377641,3,,OK,route
ROOFTOP,"413 Grand St, New York, NY 10002, USA",ChIJ-Q63eSpawokRZPEnFwrq5yA,"SEWARD PARK HOUSES, Manhattan, NY, US",40.7157725,-73.9880074,1,10002,OK,"establishment,point_of_interest"
ROOFTOP,"567 9th Ave, New York, NY 10036, USA",ChIJ-Yer7FJYwokRVwoQ3fc58jY,"567-569 9TH AVE, CLINTON DIST, Manhattan, NY, US",40.75805870000001,-73.99333539999998,1,10036,OK,street_address
